Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Sorghum,2018,Kharif,State2,418.37,7057.06,1921.12,236.98,18.47,3.92
Sorghum,2006,Rabi,State9,343.84,129.11,965.28,398.31,40.24,35.07
Rice,2006,Rabi,State8,388.29,2140.68,1120.3,179.15,8.65,32.88
Sorghum,2001,Zaid,State6,155.79,3969.39,858.55,475.85,35.65,39.31
Sorghum,2006,Zaid,State14,29.92,9217.21,1000.94,437.09,13.54,25.48
Wheat,2000,Whole Year,State8,396.67,475.81,1903.72,271.67,37.12,28.57
Wheat,2012,Rabi,State19,377.77,8912.83,807.0,405.15,28.89,7.84
Barley,2014,Whole Year,State4,440.57,5432.57,339.33,382.9,5.86,4.34
Rice,2009,Rabi,State12,76.78,634.01,1693.5,345.05,22.75,12.94
Barley,2013,Whole Year,State7,304.33,952.69,1067.43,136.6,46.57,30.38
Barley,2008,Zaid,State5,392.11,4551.99,392.52,121.82,32.59,48.11
Sorghum,2001,Kharif,State13,103.76,4153.36,597.31,74.11,18.87,4.69
Wheat,2003,Rabi,State19,380.74,297.69,1600.1,464.46,46.45,27.62
Wheat,2005,Whole Year,State20,379.07,1509.72,427.93,188.54,47.23,34.09
Wheat,2019,Whole Year,State14,115.18,751.68,1941.06,259.75,10.81,4.07
Maize,2009,Rabi,State10,139.84,4060.9,744.12,154.09,39.22,20.29
Sorghum,2014,Zaid,State3,181.12,4878.86,898.1,380.72,48.81,37.49
Wheat,2019,Whole Year,State6,361.84,8880.17,1759.57,89.05,39.25,33.52
Barley,2001,Kharif,State1,332.14,1674.93,670.37,343.48,8.74,25.32
Rice,2013,Kharif,State10,161.05,6287.17,998.16,392.4,18.22,49.43
Sorghum,2000,Kharif,State3,445.73,3184.1,376.87,495.62,31.47,7.71
Barley,2009,Whole Year,State12,389.4,4930.82,1089.81,456.22,44.06,27.45
Sorghum,2014,Whole Year,State4,350.56,3518.38,893.03,210.06,27.12,47.33
Wheat,2014,Rabi,State3,220.81,5609.57,1956.3,93.12,18.82,10.09
Wheat,2007,Kharif,State3,156.8,3715.94,1285.83,110.86,8.2,31.88
Rice,2012,Kharif,State3,170.54,1270.29,1881.13,207.09,7.11,49.59
Sorghum,2000,Zaid,State6,363.96,8966.11,394.04,154.37,35.53,49.6
Sorghum,2012,Kharif,State18,253.78,4554.67,947.89,171.41,10.14,4.34
Sorghum,2000,Whole Year,State5,69.45,4688.54,1071.12,264.91,8.0,49.59
Maize,2006,Zaid,State6,466.19,4662.52,951.11,458.63,36.22,15.79
Wheat,2003,Rabi,State2,10.88,5289.59,777.41,263.04,49.35,32.6
Sorghum,2000,Kharif,State19,21.28,3523.28,495.95,348.86,39.94,14.63
Maize,2018,Whole Year,State19,427.77,8556.25,830.28,75.68,23.63,34.05
Barley,2004,Whole Year,State13,227.93,5334.42,1084.56,454.96,28.59,9.56
Maize,2004,Kharif,State3,198.72,2474.92,1111.07,322.67,33.95,47.96
Sorghum,2013,Zaid,State2,317.44,7554.69,1908.81,143.77,20.06,47.07
Maize,2015,Rabi,State13,409.98,9501.13,1812.26,71.08,36.28,37.15
Wheat,2001,Kharif,State2,392.98,5875.39,968.13,109.78,25.17,49.99
Sorghum,2009,Kharif,State7,162.44,3367.06,483.34,249.31,35.98,33.97
Maize,2017,Kharif,State19,235.69,3844.31,869.23,344.98,31.12,9.86
Maize,2018,Whole Year,State13,284.0,7040.84,1122.5,263.85,21.03,7.46
Barley,2011,Rabi,State17,427.78,6890.78,851.69,432.72,48.81,47.47
Wheat,2017,Rabi,State16,205.19,7812.63,897.04,219.76,7.55,22.32
Rice,2014,Whole Year,State2,410.04,3644.81,828.8,170.67,49.38,41.15
Sorghum,2001,Zaid,State9,75.9,6590.18,1261.37,317.56,15.05,34.63
Barley,2011,Rabi,State19,394.22,7974.49,474.26,277.25,38.92,14.81
Sorghum,2005,Rabi,State1,189.04,8673.07,405.12,60.88,27.27,8.76
Wheat,2000,Whole Year,State4,197.08,1498.7,1369.9,380.08,31.9,39.32
Barley,2009,Kharif,State14,463.84,9743.0,1792.16,170.2,33.06,2.97
Maize,2019,Rabi,State7,261.47,9789.69,1412.85,164.58,7.36,4.28
Rice,2012,Rabi,State1,259.43,7491.47,351.25,130.2,20.0,40.87
Barley,2018,Whole Year,State11,495.04,4168.12,1610.26,433.44,10.21,39.19
Sorghum,2006,Rabi,State14,106.9,7491.56,1977.2,367.06,26.4,47.41
Wheat,2005,Rabi,State20,463.93,552.04,1243.37,351.32,7.98,17.51
Wheat,2001,Zaid,State9,338.51,9230.3,1763.77,162.84,38.85,21.85
Wheat,2006,Rabi,State20,495.27,7051.0,1497.43,107.52,24.26,17.6
Maize,2001,Kharif,State5,273.42,4252.1,344.68,164.43,13.85,9.93
Wheat,2013,Whole Year,State15,454.41,5750.18,1470.77,320.58,25.96,2.03
Barley,2020,Whole Year,State14,380.99,7624.38,1899.65,265.42,42.29,34.46
Rice,2016,Zaid,State7,423.17,636.89,1344.98,130.83,30.4,23.3
Barley,2010,Kharif,State3,169.82,5119.4,1401.4,335.77,41.85,2.22
Sorghum,2013,Whole Year,State2,268.57,6607.84,728.37,147.04,8.45,4.24
Barley,2015,Rabi,State13,236.92,5167.02,971.17,493.96,20.46,44.29
Maize,2018,Rabi,State9,230.34,4002.65,859.29,316.9,27.95,30.56
Barley,2019,Rabi,State15,309.41,7711.67,404.97,311.35,31.48,10.4
Maize,2014,Zaid,State11,158.08,4723.97,1984.22,318.78,18.52,40.17
Barley,2019,Kharif,State3,476.81,2222.08,468.22,359.8,8.93,44.07
Sorghum,2001,Zaid,State19,57.91,1240.52,448.37,313.27,9.03,34.76
Barley,2003,Whole Year,State12,448.39,7708.99,449.95,416.28,14.5,26.01
Wheat,2014,Rabi,State5,397.03,7283.71,889.44,406.96,29.74,48.1
Sorghum,2018,Zaid,State15,199.11,7219.37,1742.1,329.47,41.66,36.09
Barley,2012,Whole Year,State8,361.45,9624.39,1828.42,241.71,41.09,35.39
Maize,2017,Rabi,State4,59.93,2189.84,1061.08,218.13,6.74,34.37
Sorghum,2009,Rabi,State20,259.99,7048.74,1754.69,256.83,28.46,7.29
Sorghum,2015,Kharif,State2,351.77,8645.41,676.81,86.62,21.14,8.98
Sorghum,2019,Rabi,State8,36.69,8794.57,371.24,198.33,11.09,46.55
Barley,2000,Zaid,State15,487.75,9159.82,1339.46,122.24,45.69,34.33
Barley,2004,Zaid,State12,189.25,7062.07,777.6,498.78,5.27,2.5
Sorghum,2017,Rabi,State7,167.69,5551.67,477.35,485.65,40.4,34.9
Maize,2000,Zaid,State8,410.98,3531.79,1809.79,199.5,26.06,9.03
Sorghum,2017,Rabi,State8,182.93,5817.09,1525.14,135.38,15.52,20.58
Wheat,2018,Rabi,State6,378.7,1663.54,1331.15,457.59,7.93,44.83
Wheat,2011,Kharif,State7,189.2,8473.89,1877.25,259.89,23.9,3.22
Maize,2009,Rabi,State7,256.72,8790.32,1845.77,451.21,48.11,23.42
Rice,2002,Kharif,State7,414.56,9773.51,571.03,385.24,41.1,40.69
Maize,2020,Kharif,State11,261.81,7150.83,737.09,224.91,32.59,4.4
Sorghum,2008,Whole Year,State9,404.52,5335.53,500.94,398.33,26.95,33.04
Barley,2000,Rabi,State7,415.53,867.91,1806.17,160.88,36.63,24.37
Wheat,2001,Zaid,State14,19.14,3322.84,1813.71,370.15,37.53,15.29
Sorghum,2003,Whole Year,State10,24.61,9074.95,943.57,496.45,37.39,3.53
Maize,2001,Whole Year,State1,266.11,1017.37,1602.4,326.06,24.45,12.95
Maize,2014,Whole Year,State16,246.45,3017.13,1977.93,464.45,46.74,7.36
Sorghum,2008,Kharif,State13,185.67,3982.08,1090.84,424.79,6.24,14.13
Rice,2010,Rabi,State7,288.58,8876.65,486.52,279.23,8.3,48.33
Barley,2015,Kharif,State1,165.62,926.41,642.56,253.39,46.27,32.18
Sorghum,2011,Whole Year,State6,136.11,7519.75,909.75,406.62,29.06,44.16
Rice,2013,Whole Year,State18,457.06,6830.52,1754.96,189.18,8.21,11.97
Barley,2001,Rabi,State17,181.29,8535.52,1557.17,321.93,33.73,19.3
Maize,2013,Whole Year,State5,383.66,2380.38,928.1,100.1,44.56,33.17
Sorghum,2018,Rabi,State13,29.57,2267.89,1031.83,372.3,19.49,19.02
Sorghum,2013,Whole Year,State19,483.94,5879.15,1440.43,178.13,27.38,36.22
Maize,2008,Kharif,State18,354.35,1596.55,681.64,122.89,44.13,43.34
Maize,2019,Rabi,State11,435.41,6988.94,411.06,496.21,28.93,23.49
Wheat,2012,Zaid,State4,69.24,1333.36,636.7,283.15,36.31,26.94
Barley,2015,Rabi,State9,370.34,8432.55,1818.4,151.89,10.04,25.96
Sorghum,2005,Rabi,State5,242.59,2868.09,1219.79,159.18,37.36,10.75
Maize,2020,Zaid,State6,222.33,1071.75,767.01,378.56,30.77,22.38
Sorghum,2001,Whole Year,State1,218.49,4601.89,681.69,73.26,43.53,49.8
Sorghum,2012,Rabi,State7,252.4,5484.94,508.07,171.0,34.17,5.11
Sorghum,2012,Whole Year,State17,100.15,5638.05,662.56,257.99,22.42,23.36
Barley,2016,Zaid,State16,228.0,4671.72,1127.4,339.7,22.97,29.67
Maize,2016,Kharif,State10,107.94,4761.13,1209.92,244.89,17.81,27.75
Barley,2002,Rabi,State10,315.72,6916.49,570.01,392.36,13.74,30.41
Barley,2012,Zaid,State12,241.83,5595.19,1863.04,71.39,39.74,9.85
Wheat,2000,Kharif,State11,343.12,6698.37,1469.83,422.92,15.99,4.31
Sorghum,2007,Rabi,State17,493.48,4821.05,1043.15,438.64,35.68,29.78
Sorghum,2015,Rabi,State5,467.93,1090.18,627.45,449.37,33.51,34.77
Wheat,2007,Kharif,State8,123.82,4828.98,422.48,442.4,34.3,18.11
Barley,2007,Kharif,State13,406.93,5979.79,564.26,421.83,6.37,36.08
Wheat,2005,Zaid,State9,465.79,5475.6,1532.78,440.76,45.88,44.8
Rice,2017,Zaid,State3,24.8,3771.7,696.5,468.37,28.31,15.15
Sorghum,2007,Zaid,State3,119.07,1351.11,1202.8,201.57,36.07,47.23
Sorghum,2014,Zaid,State19,493.9,7854.7,1302.8,139.9,16.11,47.54
Sorghum,2008,Rabi,State4,39.31,5897.31,1239.44,321.18,46.58,13.95
Rice,2018,Zaid,State10,226.84,1402.58,1455.6,137.91,24.33,33.35
Wheat,2018,Rabi,State11,105.36,2088.73,1936.65,149.54,26.02,48.76
Maize,2013,Zaid,State16,279.62,704.58,875.76,379.89,12.17,47.52
Rice,2008,Kharif,State14,452.79,657.35,1471.55,209.0,6.24,24.87
Wheat,2007,Zaid,State20,201.87,7863.74,665.32,472.32,46.85,7.76
Wheat,2002,Kharif,State19,141.03,5957.47,1682.8,251.88,22.24,23.52
Wheat,2007,Zaid,State8,68.62,9030.22,1346.71,456.42,31.98,29.85
Maize,2013,Zaid,State7,259.79,1804.3,579.56,64.92,44.16,13.28
Rice,2008,Zaid,State20,166.72,3196.73,1535.19,104.74,16.1,29.04
Rice,2015,Kharif,State7,158.93,4071.76,1222.78,231.06,26.19,25.5
Maize,2004,Kharif,State10,55.23,6943.13,434.34,159.89,24.39,14.34
Maize,2004,Rabi,State8,316.18,7457.86,335.82,390.82,33.91,3.49
Maize,2013,Whole Year,State4,476.86,3698.39,610.58,498.69,43.46,46.96
Wheat,2013,Rabi,State14,399.33,8548.36,1235.68,279.91,47.12,45.04
Sorghum,2004,Zaid,State7,251.47,1532.38,931.55,491.65,44.21,38.53
Wheat,2016,Kharif,State17,385.93,9552.78,1686.85,420.26,30.08,49.18
Rice,2001,Rabi,State14,285.22,6804.66,1626.52,301.61,42.47,43.35
Rice,2007,Zaid,State7,64.97,9248.07,811.68,102.63,9.99,37.68
Barley,2004,Zaid,State3,323.42,8345.79,361.34,363.7,26.47,26.74
Wheat,2008,Kharif,State9,202.2,3341.2,1052.62,297.46,16.52,32.04
Maize,2001,Zaid,State12,136.59,9363.06,1632.3,160.55,12.19,4.46
Barley,2006,Kharif,State19,387.47,7844.97,393.56,383.97,18.43,14.5
Maize,2018,Kharif,State2,369.93,5039.57,880.98,425.92,29.82,39.62
Rice,2011,Whole Year,State6,45.04,1840.42,1455.08,480.79,18.9,26.04
Maize,2013,Rabi,State3,187.86,5108.31,1127.88,348.68,45.73,32.86
Barley,2019,Zaid,State7,374.35,6715.4,990.37,364.11,17.95,7.99
Barley,2009,Rabi,State1,103.71,237.13,327.73,290.63,20.59,48.35
Rice,2014,Rabi,State15,290.19,7435.56,1923.69,373.21,48.54,41.76
Sorghum,2014,Zaid,State9,26.73,1837.15,1416.13,54.97,21.76,16.75
Maize,2013,Kharif,State14,71.97,3656.14,819.35,337.15,23.19,46.12
Sorghum,2017,Whole Year,State7,190.18,4645.66,471.85,85.0,7.99,2.53
Barley,2002,Zaid,State15,64.12,2024.41,1110.47,362.76,38.44,29.12
Barley,2007,Kharif,State7,68.51,2284.58,1218.67,215.01,37.35,40.99
Maize,2014,Rabi,State7,450.53,4765.95,772.62,481.33,16.13,21.53
Rice,2015,Zaid,State3,136.21,6920.07,1635.91,255.88,7.94,33.04
Rice,2004,Kharif,State2,141.58,543.51,1245.97,236.05,40.18,30.69
Maize,2006,Whole Year,State10,217.96,2345.96,1214.26,303.85,16.54,5.09
Barley,2011,Rabi,State12,66.06,6720.98,470.59,430.43,49.19,27.56
Barley,2012,Rabi,State4,80.83,8939.03,364.17,293.69,22.11,39.42
Maize,2020,Rabi,State13,363.65,528.83,1498.57,481.38,33.9,29.81
Barley,2010,Rabi,State1,384.79,6894.32,1834.65,369.58,30.6,12.57
Barley,2005,Kharif,State13,88.67,3448.79,1585.42,486.66,43.14,21.75
Sorghum,2002,Zaid,State1,295.24,3347.64,1454.21,455.53,13.21,2.08
Rice,2002,Whole Year,State13,296.55,1452.53,1998.14,133.53,16.14,35.35
Barley,2015,Rabi,State10,120.07,6550.82,1927.01,430.96,37.65,31.05
Wheat,2006,Zaid,State1,160.21,8270.93,1245.77,477.27,6.3,14.9
Wheat,2006,Rabi,State14,372.83,8660.53,1574.7,471.26,31.03,9.61
Barley,2012,Zaid,State12,233.04,5984.52,1849.98,177.38,7.77,42.74
Sorghum,2016,Whole Year,State19,43.56,6546.67,811.78,112.59,9.84,37.67
Maize,2007,Kharif,State18,191.04,819.23,1306.62,172.17,41.25,23.23
Sorghum,2003,Whole Year,State19,163.46,9820.09,1950.75,364.98,5.27,11.54
Rice,2012,Kharif,State15,339.79,9404.21,1052.65,326.59,31.25,28.51
Barley,2001,Zaid,State5,241.34,6197.16,792.76,445.88,42.4,35.68
Rice,2011,Rabi,State6,486.36,7684.69,569.62,179.29,18.5,28.45
Sorghum,2007,Kharif,State9,395.32,9642.17,1223.08,489.68,48.4,13.9
Rice,2006,Kharif,State10,494.07,7329.46,1184.73,464.44,26.69,43.19
Maize,2014,Kharif,State5,178.35,2979.65,722.62,456.69,45.05,47.64
Rice,2004,Rabi,State5,122.82,2869.86,1796.63,107.78,8.53,29.8
Maize,2009,Kharif,State11,403.43,4510.13,1321.13,55.67,31.66,20.77
Wheat,2007,Whole Year,State6,200.64,2140.54,808.34,54.47,22.51,18.14
Wheat,2001,Zaid,State18,286.4,626.81,1612.75,473.74,44.98,34.19
Sorghum,2002,Rabi,State12,408.37,8565.31,798.72,304.89,18.52,44.66
Maize,2004,Zaid,State16,370.65,2543.28,881.64,379.35,17.61,49.27
Wheat,2018,Whole Year,State10,158.87,4138.24,717.44,192.66,35.71,25.66
Sorghum,2006,Zaid,State14,416.01,8044.62,1291.49,392.07,7.37,4.31
Sorghum,2010,Zaid,State14,30.7,2772.35,329.6,195.66,37.57,8.3
Barley,2019,Kharif,State3,189.61,3967.03,1857.07,319.39,39.47,47.13
Maize,2018,Zaid,State5,456.53,9603.49,1609.07,268.33,26.57,44.31
Barley,2020,Whole Year,State10,295.9,1976.99,1073.71,342.75,49.86,22.75
Maize,2014,Whole Year,State19,302.29,8814.62,435.18,132.52,20.28,11.58
Wheat,2020,Zaid,State3,459.97,2225.16,1665.2,177.35,6.19,14.93
Sorghum,2007,Kharif,State7,469.05,3460.45,1241.49,252.63,24.06,42.54
Maize,2004,Whole Year,State5,378.15,1670.93,1408.93,168.09,13.61,45.74
Sorghum,2013,Zaid,State5,41.3,7435.21,850.86,300.93,42.66,32.55
Maize,2015,Rabi,State8,12.96,4061.23,1923.01,121.97,10.48,18.43
Barley,2011,Zaid,State10,434.14,1807.43,1485.64,255.68,25.38,43.65
Barley,2003,Kharif,State12,56.29,6422.7,1780.19,446.0,28.46,8.8
Sorghum,2006,Rabi,State18,369.5,4709.69,1439.78,50.39,24.42,47.98
Maize,2008,Whole Year,State7,465.22,7475.5,500.74,190.74,22.69,39.93
Barley,2017,Rabi,State16,331.06,6366.9,1261.6,382.0,13.94,46.1
Wheat,2007,Kharif,State10,269.4,1385.74,659.1,124.55,22.72,38.8
Rice,2006,Kharif,State17,119.41,2865.21,745.46,336.88,8.68,29.21
Barley,2004,Rabi,State15,280.51,7501.3,848.93,353.48,37.8,10.22
Rice,2001,Kharif,State6,197.64,7441.43,1309.15,385.8,25.79,2.38
Sorghum,2009,Rabi,State2,378.95,9075.78,1274.23,199.7,49.42,24.98
Wheat,2005,Rabi,State7,17.77,102.33,377.03,434.16,33.04,44.12
Sorghum,2009,Zaid,State8,203.58,4600.56,1984.69,292.29,19.06,13.13
Wheat,2014,Whole Year,State17,223.83,7368.85,1229.31,134.01,10.32,26.37
Wheat,2009,Rabi,State18,452.05,7520.34,1843.35,65.6,47.88,36.35
Maize,2002,Whole Year,State20,57.04,5114.83,1347.25,405.77,6.94,24.06
Wheat,2007,Rabi,State14,94.8,3047.55,1758.4,425.64,23.94,13.82
Rice,2009,Rabi,State18,459.45,4090.4,1587.1,196.9,24.24,6.27
Barley,2015,Zaid,State2,405.73,4508.13,688.96,428.8,13.34,31.32
Barley,2018,Zaid,State13,161.91,8673.59,661.49,106.44,30.52,48.5
Sorghum,2016,Zaid,State12,190.93,8976.68,904.03,309.23,38.03,35.11
Barley,2012,Zaid,State9,218.25,6264.29,1520.93,201.07,11.37,29.44
Sorghum,2005,Rabi,State1,413.82,5165.83,414.44,152.95,48.87,19.49
Sorghum,2009,Kharif,State16,164.45,5346.93,792.61,419.37,37.81,49.33
Wheat,2003,Kharif,State12,97.7,1586.38,524.25,333.22,29.43,35.98
Maize,2013,Whole Year,State4,327.62,7140.86,733.43,274.35,29.92,12.54
Wheat,2009,Rabi,State5,92.29,9051.27,1355.35,225.61,42.5,24.12
Rice,2010,Kharif,State8,83.61,2527.72,778.43,222.29,38.08,5.49
Wheat,2006,Zaid,State2,335.67,1853.6,1456.72,114.55,26.76,26.24
Wheat,2005,Kharif,State4,305.73,3140.11,648.38,57.05,11.09,21.94
Rice,2005,Zaid,State9,17.89,1490.86,942.65,385.24,11.76,28.86
Rice,2015,Whole Year,State16,355.11,4730.38,1402.1,50.3,11.77,27.1
Rice,2000,Zaid,State5,426.36,6401.74,750.6,331.73,23.44,36.59
Rice,2007,Whole Year,State16,78.67,5607.06,1765.94,202.76,44.83,25.9
Sorghum,2019,Rabi,State9,157.3,8586.87,1805.62,118.09,46.22,36.81
Maize,2001,Zaid,State11,118.24,8311.19,1778.39,413.55,13.59,14.09
Wheat,2005,Rabi,State16,438.13,7346.92,604.41,254.2,38.67,46.89
Rice,2007,Zaid,State3,44.31,3606.52,1720.08,306.11,42.81,10.28
Rice,2008,Kharif,State12,299.73,6349.53,1938.98,196.68,6.39,47.21
Maize,2001,Kharif,State3,200.63,2301.05,681.71,342.03,41.21,42.96
Wheat,2017,Whole Year,State1,283.5,1397.87,1306.66,172.55,12.68,42.43
Wheat,2012,Rabi,State16,446.68,5368.53,1914.86,88.62,9.12,15.61
Sorghum,2006,Whole Year,State18,473.2,1540.35,617.68,450.19,40.7,28.97
Wheat,2005,Zaid,State1,30.78,894.61,517.68,382.53,40.77,31.6
Rice,2019,Whole Year,State1,256.06,5685.84,1377.7,79.26,9.69,6.68
Wheat,2004,Whole Year,State8,51.14,7806.45,464.88,254.3,40.74,45.4
Maize,2019,Whole Year,State19,53.34,4639.65,1314.3,260.05,46.45,38.63
Barley,2018,Zaid,State16,176.1,2427.69,622.21,365.89,33.05,4.02
Sorghum,2003,Kharif,State1,93.63,1003.99,1475.88,118.85,47.14,12.93
Wheat,2003,Zaid,State20,153.55,7242.22,605.83,359.11,16.17,22.65
Sorghum,2007,Whole Year,State9,131.52,1091.31,1837.91,154.94,42.1,25.61
Sorghum,2007,Whole Year,State16,184.71,6041.57,1290.94,175.85,40.26,46.94
Rice,2007,Zaid,State20,288.42,7393.38,1789.49,497.8,25.46,36.1
Maize,2013,Kharif,State6,365.27,8147.83,1439.83,415.87,33.39,3.3
Rice,2011,Zaid,State7,60.62,8535.24,1034.37,87.04,45.2,47.97
Sorghum,2001,Zaid,State20,482.61,5321.73,1330.2,484.69,6.68,5.44
Rice,2013,Rabi,State7,281.89,5737.93,546.54,254.9,49.74,18.84
Sorghum,2017,Whole Year,State20,439.89,8466.79,1122.49,411.18,32.55,29.78
Maize,2012,Zaid,State1,311.44,6468.05,679.83,176.03,22.4,23.19
Rice,2000,Zaid,State2,288.28,3823.46,955.49,406.01,37.11,42.35
Rice,2004,Kharif,State3,446.46,4602.36,495.24,446.05,48.57,18.58
Maize,2017,Rabi,State5,357.56,4183.82,1054.36,278.22,26.28,17.67
Rice,2010,Zaid,State17,478.0,3354.86,324.59,406.6,36.94,26.03
Barley,2005,Kharif,State5,260.79,2470.07,1832.37,168.98,8.23,14.02
Rice,2001,Whole Year,State16,60.65,1287.04,352.19,243.47,10.36,41.19
Rice,2002,Whole Year,State11,297.92,2498.86,1948.89,272.75,16.08,30.03
Maize,2017,Rabi,State12,37.09,6382.78,1554.07,410.33,26.98,44.23
Maize,2019,Kharif,State3,50.8,6573.37,537.03,153.09,29.31,28.92
Rice,2015,Whole Year,State2,281.56,8601.61,550.51,259.98,39.83,31.03
Barley,2000,Zaid,State19,389.65,3227.23,599.13,150.08,42.78,37.76
Wheat,2010,Zaid,State9,151.37,7986.57,1557.73,179.6,49.37,8.1
Wheat,2017,Rabi,State10,46.43,9609.17,1130.86,460.13,49.08,44.47
Rice,2019,Kharif,State15,80.44,9746.05,1148.1,349.02,30.63,11.25
Wheat,2020,Kharif,State8,80.0,1315.5,1143.78,471.36,30.49,47.54
Rice,2018,Zaid,State5,450.88,2923.79,1165.22,409.67,20.22,48.8
Barley,2000,Kharif,State6,183.83,7873.51,326.65,161.78,15.37,36.03
Maize,2015,Rabi,State5,458.72,4199.75,1118.5,51.45,40.67,9.42
Barley,2018,Zaid,State1,113.15,2550.49,688.62,240.51,13.67,15.05
Wheat,2012,Rabi,State4,418.93,9941.76,1659.18,169.5,21.54,47.63
Maize,2002,Zaid,State13,425.92,5650.97,428.48,375.38,16.31,9.44
Sorghum,2002,Whole Year,State18,216.33,2243.58,1320.05,216.69,21.13,36.12
Maize,2011,Rabi,State11,438.56,6752.46,1629.24,50.87,32.56,31.25
Maize,2019,Whole Year,State18,474.89,7086.07,1829.82,65.69,14.13,28.44
Maize,2020,Zaid,State5,459.11,5098.48,677.44,79.23,23.35,49.28
Wheat,2008,Kharif,State12,208.17,1546.24,413.46,489.8,17.2,26.65
Sorghum,2009,Kharif,State7,264.14,5724.43,1276.11,299.21,38.16,41.77
Sorghum,2008,Zaid,State10,300.99,6198.04,1722.37,83.9,35.07,3.47
Rice,2016,Zaid,State12,306.17,5334.4,1089.26,425.9,24.25,16.46
Wheat,2015,Zaid,State3,166.79,5387.55,708.27,204.11,31.43,5.38
Maize,2019,Whole Year,State1,461.43,4983.69,1835.65,333.75,30.8,8.86
Wheat,2011,Rabi,State10,90.94,2103.38,670.64,140.14,25.16,13.93
Maize,2017,Rabi,State7,312.88,9829.07,1917.3,136.98,38.7,12.04
Rice,2013,Zaid,State10,444.71,2977.64,1681.4,337.75,39.57,45.59
Barley,2018,Whole Year,State16,489.67,7310.93,633.32,142.22,17.64,45.46
Rice,2003,Rabi,State9,41.08,7110.66,1954.81,145.6,40.59,19.73
Barley,2007,Zaid,State14,170.64,7497.34,1022.03,216.85,27.44,20.39
Maize,2006,Kharif,State1,134.49,8802.26,1065.89,420.93,29.83,19.07
Maize,2004,Whole Year,State1,387.31,9723.41,576.15,328.18,10.23,33.61
Wheat,2018,Whole Year,State17,172.68,394.03,607.54,140.52,22.81,3.92
Rice,2008,Whole Year,State5,213.6,5216.42,532.47,141.42,42.01,7.71
Wheat,2011,Rabi,State16,300.03,6737.19,1242.72,331.53,26.94,15.74
Sorghum,2017,Kharif,State20,101.18,3610.92,478.49,496.2,19.31,4.19
Sorghum,2006,Whole Year,State16,360.84,6707.83,1791.42,252.49,19.82,35.35
Barley,2007,Rabi,State12,456.74,5471.19,1681.58,220.41,20.26,35.19
Maize,2009,Zaid,State12,369.37,9882.59,985.03,76.85,18.3,22.79
Maize,2017,Zaid,State10,312.11,5627.77,1679.33,398.16,40.49,47.61
Rice,2007,Whole Year,State5,156.72,9468.7,1838.99,204.8,37.5,30.99
Rice,2012,Kharif,State17,484.68,7894.75,1789.02,352.64,38.83,16.01
Barley,2010,Whole Year,State7,37.81,5366.77,439.74,281.64,32.55,22.83
Rice,2005,Zaid,State20,393.93,4148.96,891.66,320.88,40.29,32.2
Barley,2018,Zaid,State9,18.22,5172.49,1321.85,442.44,47.1,21.64
Wheat,2011,Kharif,State14,22.58,4203.62,1267.21,363.71,27.25,38.22
Maize,2000,Rabi,State10,164.54,524.59,691.08,71.32,36.79,26.53
Maize,2017,Kharif,State10,298.84,5549.75,914.39,191.61,8.2,40.57
Sorghum,2013,Kharif,State18,44.75,4597.16,578.07,175.92,15.13,32.94
Rice,2011,Rabi,State3,280.37,7293.78,1294.07,84.42,29.76,7.83
Rice,2012,Kharif,State4,343.09,7732.01,373.39,449.48,7.01,3.7
Rice,2014,Rabi,State6,183.82,5391.46,1704.46,374.34,43.21,38.59
Maize,2008,Zaid,State4,491.17,2821.78,445.57,240.53,21.95,19.74
Barley,2013,Whole Year,State4,398.07,7041.62,869.67,142.17,32.89,31.77
Barley,2004,Kharif,State11,110.22,7008.67,1306.67,261.22,45.23,9.74
Sorghum,2002,Zaid,State18,425.03,7634.74,1025.07,392.74,41.69,29.17
Rice,2017,Rabi,State16,306.33,660.91,1442.19,324.83,7.4,16.4
Wheat,2005,Kharif,State1,321.02,101.5,1767.01,370.83,15.41,46.93
Maize,2014,Whole Year,State12,439.87,2104.34,1668.85,333.97,25.08,7.39
Sorghum,2004,Whole Year,State14,21.21,7663.35,1264.05,241.7,34.45,37.0
Wheat,2011,Zaid,State12,205.96,5415.62,1257.04,498.01,39.25,25.39
Barley,2016,Zaid,State20,202.5,9549.73,384.85,458.08,35.83,36.16
Wheat,2014,Rabi,State9,105.56,1829.03,861.23,304.02,22.59,14.35
Rice,2011,Zaid,State8,245.52,2891.5,518.63,401.01,5.41,2.42
